"Chiste","Anotación"
"¿Por qué la realidad aumentada es como las amistades en línea? Porque ambas son fáciles de encontrar pero difíciles de mantener.","1"
"¿Por qué el teléfono está cansado? Porque tiene una pantalla exhaustiva. Se dedica todo el día a conectarse con otros. Y no solo se trata de la batería.","1"
"¿Por qué los padres son como las computadoras? No hacen nada y son muy caros. Pero, a diferencia de las computadoras, se rompen por sí solas.","2"
"¿Por qué los niños no deben ir al supermercado? Porque es peligroso dejarlos con un carrito.","2"
"¿Por qué los usuarios de redes sociales son como los libros de Facebook? Nunca están actualizados, siempre tienen información obsoleta y siempre necesitan una actualización.","1"
"¿Por qué la pareja se separa? Porque él quería ver menos telenovelas y ella, menos pollo al carbon. Cada uno tenía sus prioridades.","1"
"¿Por qué se separan las parejas? Porque un día el hombre le dice a su esposa: ""Amor, ¿qué vamos a hacer con nuestros hijos?"" Y ella responde: ""Nada, ya que ellos nos han educado"".","1"
"""¡Mirad esto! ¡Me pasó con mi jefe ayer! Me dice que el objetivo es 'crecer y ser mejor'. ¿Sabéis qué hace crecer y mejorar a la empresa? Dar aumentos de sueldo a los gerentes, por supuesto"".","1"
"¿Por qué el teléfono no puede llamar a la computadora? Porque está desconectado de la realidad, pero conectado a Internet.","2"
"""¿Sabéis por qué el jefe del departamento de marketing no quiere ir al gimnasio? Porque teme que le pidan un informe de su progreso."" ","2"
"¿Qué tiene que hacer un hombre para sorprender a su pareja? Le dice: ""Te quiero"". Ella le responde: ""Quieres decirte a mí"". Y él piensa: ""Exacto"".","1"
"¡Por qué los perros no se pueden casar con gatos! Porque siempre van a tener una mala relación.","2"
"¿Qué pasó con la novia de Juan que se había ido a vivir al extranjero? Se fue para seguir su cuenta de Instagram","2"
"¿Por qué los perros no pueden vivir en las montañas? Porque siempre tratan de llegar al pico.","1"
"¡Vamos a ver! Así es: un tipo va al médico y le dice que su oficina está enferma. El médico le pregunta qué significa y el tipo responde ""no sé hacer nada bien"".","1"
"¡Hoy he descubierto por qué el jefe no quiere que los empleados trabajen desde casa! Es porque quiere asegurarse de que estén allí para recibir las cartas de despido a tiempo... ¡y poder firmarlas con retraso, como siempre! (Todos se ríen)","1"
"¿Por qué la gente lleva un reloj al médico? Para que le revisen su hora. ¿Por qué las cosas siempre salen mal cuando estoy de prisa?","2"
"¿Por qué Facebook y WhatsApp no son buenos para la salud? Porque te hacen subir el peso con la cantidad de amigos, pero bajan tu nivel de vida en los chats.","1"
"¿Por qué la calculadora iba al médico? Tenía un problema de suma falta de memoria.","2"
"¿Por qué los españoles no tienen hermanos? Porque solo hay un hijo por nacer cada diez años.","1"
"¿Por qué los españoles prefieren comer pizza italiana? Pues porque dicen que los pizzas son las únicas que no cuestan lo que parecen.","1"
"¡Escuchad esto! En la oficina del jefe había un aviso que decía: ""No se permite la entrada con sombrero"". Y a la semana siguiente llegó el propio jefe con un gorro y dijo: ""Soy yo, ¿qué pasa?"" ¡Ja ja!","1"
"¿Por qué el teléfono inteligente es como un novio malo? Porque cada vez que quieras hablar con él, sale a buscar likes en Instagram. ¡Y no solo eso! Cuando finamente logras hablar con él, también te pide dinero para pagar la cuenta del wifi de su casa.","1"
"¿Por qué los niños no deben usar lápices de colores en la mesa? Porque se pintan a sí mismos y luego dicen: ""¡Estoy ayudando al menú!""","1"
"¿Por qué el iPhone de mi amigo tiene más amigos que él? Porque todos están conectados en la red.","2"
"¿Por qué los domingos es más fácil encontrar un aparcamiento? Porque la gente no va al trabajo.","2"
"¿Por qué los niños no deben llevar armas de fuego a la escuela? Porque pueden disparar con la boca y darles a sus compañeros. ¡Y entonces tendrán que hacer un trabajo extra por castigo!","1"
"¿Por qué el teléfono inteligente está triste? Porque solo tiene amigos en la pantalla y le gustaría tener algunos de carne y hueso. ¿Qué hay que hacer para que un robot no te moleste? No hablarle, porque no entiende el humor.","1"
"Una pareja está en la playa cuando un tiburón emerge del agua. La mujer grita: ""¡Me voy a casar contigo!"" El hombre le pregunta: ""¿Por qué?"" ""Porque eres el único que no me come"".","2"
"¿Por qué la pareja lleva el mapa? ¡Porque no quieren estar perdidos uno del otro! Lo que sucede cuando están juntos es que no saben dónde van y lo peor de todo, que llegan al lugar equivocado.  ","1"
"¡Escuchad! Un hombre entra en la oficina de su jefe y le dice: ""Me he quedado dormido en el sofá del despacho mientras esperaba para ser llamado"". El jefe le responde: ""No te preocupes, es un sofá muy cómodo. Lo que no me gusta es que hayas dejado tu trabajo en la cocina"".","1"
"¿Por qué la computadora es como mi esposa? Porque me pide dinero y luego se queda dormida.","3"
"¿Por qué la pareja fue a la reunión de autoayuda? Porque querían aprender a comunicarse sin decir ""no me digas"" Pero terminaron dándose cuenta de que lo único que necesitaban era una relación sin WhatsApp.","1"
"¡Hoy me levanté temprano y fui a la oficina! Me senté en mi mesa y pensé: ""¿Por qué estoy aquí?"" Luego miré mi reloj y vi que era hora de tomar el café de desayuno, porque si no, ¿qué sentido tiene ir? ¡Es una pregunta filosófica, amigos!","1"
"¿Por qué la pareja fue a la biblioteca? Querían cambiar las historias que habían escrito juntos.","2"
"¿Por qué se fue el perro a la red social? Porque tenía ganas de conectarse con otros animales. Ahora sale menos pero le gusta estar en línea. ¡Es un caso de ""perronalidad"" online!","1"
"¿Por qué llevaban las personas un mapa en su teléfono? Porque siempre se perdían en la aplicación de Google Maps.","2"
"¿Por qué le dicen ""amable"" a la ducha? Porque siempre acaba con un ""gracias"".","1"
"¿Qué pasa cuando el smartphone se entera? Sale a postear en Tinder con otro teléfono...","1"
"¿Por qué el niño llevó un cubo a la escuela? Para llenarlo de sabiduría. El profesor dijo: ""Hoy vamos a aprender mucho"". Y él respondió: ""Ya llevo suficiente"".","3"
"¡Eh! ¡Escuchad esto! Un tipo va a la oficina y le preguntan qué quiere llevar para el café del lunes. Le dice: ""Quiero que me traigan una taza grande, un termo con café, un poco de azúcar... y una silla más fuerte"".","1"
"""¡Se os ocurrió algo interesante en la reunión de oficina ayer? ¡Pues sí! Me dijeron que mi jefe tiene más secretos que un archivo de Excel bien organizado"".","1"
"¿Por qué el niño trajo un cubo de hielo al baile de la escuela? ¡Para tener un buen ""pulso""!","1"
"¿Por qué la pareja de perros se estaba peleando? Porque el que tenía el collar decía: ""Eres un perro perezoso"". El otro le respondió: ""Y tú eres un perro atado a una relación"".","2"
"¿Por qué el tipo de la casa con techos altos usó WhatsApp? Para no tener que subir a la azotea cada vez que quería decirle algo a su jardín.","1"
"¿Sabéis por qué la reunión de trabajo fue tan larga? Porque el jefe no quería terminar antes de que todos se dieran cuenta de que era viernes. Al final, alguien dijo: ""¡Esto es un fin de semana a tiempo parcial!"" (risas)","1"
"¿Por qué el teléfono está llorando? Porque se quedó conectado. Algo que ya no le sucede a nadie.","1"
"Preguntaron al médico, ""¿Por qué se fue la vaca?""  ""Porque tenía un problema de ganado dinero"".","1"
"¿Por qué las parejas llevan al amor a terapia? Porque necesita una segunda opinión. ¿Y por qué el terapeuta es un excelente psicólogo de parejas? Porque les pide sus historias como si fuera un podcast.","1"
"¿Por qué el teléfono se quedó solo en la fiesta? Se estaba conectando demasiado y nadie más lo acompañaba.","2"
"¿Por qué los niños se sienten como conejillos de indias? Porque son muy rápidos para ser tan pequeños. Pero a veces se quedan varados porque no tienen baterías.","2"
"¿Por qué las parejas son como los ordenadores? Porque primero se actualizan y luego comienzan a corromperse. A veces hasta el punto de que hay que hacer una restauración.","2"
"¿Por qué la computadora es como mi esposa? Porque siempre me dice que la actualizo, pero nunca sé cuándo lo hago.","2"
"¿Por qué los niños no deben tocar la electricidad? Porque tienen miedo de sobrecargar.","2"
"¿Por qué el perro no puede usar WhatsApp? Porque siempre se olvida de sus contactos.","1"
"¿Qué le pide el niño a su abuelo? ""Cállate y dime la historia de nuevo"".","1"
"¿Por qué fue el bolso a la consulta médica? Porque tenía un problema de ""peso"" y no podía pagar los gastos. ¡Y era una carga para su dueño también!","1"
"Un niño le pide a su mamá un helado y ella le dice que no lo tiene. Pero el pequeño tiene una solución: ""¿Por qué no compramos uno entonces?"" ","1"
"¿Por qué los perros no pueden usar las redes sociales? ¡No tienen dedos!","1"
"¿Qué le puso el nombre de ""ordenador"" a la mascota del niño? Porque es una perromática. Pero no funciona correctamente porque pierde perritos al rato. Y tiene la memoria débil, lo olvida todo.","1"
"¿Por qué los niños son como los ordenadores? Porque a veces se apagan sin aviso y cuando los vuelves a encender, preguntan ""¿Quién soy?""","2"
"¿Por qué el Instagram se fue a un análisis de sentimientos? Porque le dieron al botón de ""me gusta"" una vida sentimental.","1"
"¿Qué dice una pareja cuando se despiertan en la mañana? ""¿Sabes qué?"", dijo él. ""Sí, ¿qué?""","1"
"Un hombre y su mujer están en el psicólogo. Él le dice al terapeuta: ""¿Por qué mi esposa no me deja a solas con un libro?"" El terapeuta responde: ""Parece que la tiene muy apretado"".","1"
"Saben por qué el equipo de marketing no puede dejar la oficina? Porque cada vez que lo hacen les dice ""¿Dónde está?"" la computadora. Se volvieron tan adictos a ella...","1"
" ¿Por qué la oficina va al psicólogo? (pausa expectante) ¡Porque está pasando por una mala fase!","1"
"¿Por qué las parejas llevan una pista en sus zapatos? Porque siempre están buscando a alguien que los acompañe. Pero es más fácil encontrar la pareja que el calzado, ¡a veces son como las llaves del automóvil!","1"
"¿Por qué los padres llevan siempre a sus hijos al parque? Porque necesitan un descansito mientras les gritan desde la silla de paja: ""¡Vamos, chicos, corran!""","1"
"¡Hoy en la oficina se celebró el día del gerente! Se nos pidió hacer un ""aporte creativo"" para la fiesta de su cumpleaños y bien... parece que nuestra idea más original fue comprarle 365 tazas de café. No sabemos si es un regalo o una amenaza, pero seguro que lo apreciará.","1"
"¿Por qué el pez estaba estresado? Había recibido un correo electrónico, llamaba a su hermano para hablar del tema. Pero su hermano estaba fuera de la red.","2"
"Un hombre entra en un bar y pide un whiskey. El barman le dice: ""¿Sabes que esto es un bar muy sucio?"" El cliente responde: ""No importa, quiero sentirme triste"".","1"
"Un anciano le pide a su nieto que le haga la compra. Al llegar a la tienda le dice al cajero:  ""Quiero un paquete de leche y una bolsa de pan"". El empleado asiente con la cabeza, lo selecciona todo en el mostrador y pregunta: ¿Qué tarjeta desea utilizar para pagar? ""La mía"", responde el anciano.","2"
"Un señor entra a un restaurante y pregunta si le pueden servir una comida para llevar. El camarero se ríe y dice: ""¡Eso es un gran plan... ¡pero primero tienes que sentarte!"".","1"
"Un anciano entró a un bar preguntando: ""¿Qué es lo que todos los clientes están haciendo?"". El dueño le respondió: ""Están escribiendo sus nombres en una hoja de papel"". Le pidió al anciano que se sentara a un lado y él explicó: ""Es para cuando el edificio tenga que hacer evacuaciones urgentes y necesitemos saber cuántas personas hay aquí."" El anciano pensó por un momento y luego preguntó: ""¿Cuál es la urgencia en este caso?""","1"
"Un tipo entra en un café y le pide a la camarera: ""Quiero un café solo"". La camarera se disculpa: ""Lo siento, pero el barista está ausente por enfermedad"".  Le pide al siguiente cliente: ""¿Quieres hacerme compañía y ayudarme con este café para el tipo?""","1"
"Un hombre iba a un café para encontrar trabajo. En el menú vio que ofrecían ""empleos garantizados"" junto a una taza de café. Con la esperanza de ser seleccionado, se sentó ante la taza. Pero al llegar su turno, lo llamaron pero en vez de preguntarle su currículum le pidieron su opinión sobre el café. Le dijo que estaba muy bueno y el jefe le respondió: ""¡Genial! ¡Eres nuestro nuevo barista!""","1"
"Un hombre se levanta temprano para ver un eclipse solar. ""¡Es una señal del fin del mundo!"" exclama a su vecino. ""No lo crees"", le dice el vecino, ""es solo la Luna que está enfadada con el sol"".","1"
"Un hombre le dice a su amigo: ""Me duele la cabeza"". ""¿Por qué?"", pregunta. ""No sé, pero creo que fue cuando me di cuenta de que mi novia me engañaba"", contesta.","1"
"Un día, un hombre llevó a su perro al veterinario para que le diagnosticaran el problema de la incontinencia urinaria del animal. El veterinario examinó al perro y le dijo: ""No te preocupes, solo tiene una pequeña enfermedad que se llama 'perdida de control'."" El hombre rió y dijo: ""Pero no me digas que es como cuando yo se lo hace a mi esposa"".","1"
"Un hombre se acerca a un sacerdote después del funeral de su abuelo. Padre, ¿cree que mi abuelo haya ido al cielo? El sacerdote responde:","1"
"Un perro llamó a la puerta y se presentó como ""el futuro presidente"". El dueño le preguntó qué políticas iba a implementar. El perro respondió: ""Primero, un aumento en el número de paseos diarios. Luego, una reforma para que todos los seres humanos tengan acceso a pasteles gratuitos. Y finalmente, la creación de un ministerio de las zanahorias crujientes"". Al día siguiente, recibió su nombramiento como primer ministro.","1"
"¿Qué te dice una ceba a otra cuando se ven en la cocina? ""Estás a punto de madurar.""","1"
"¿Qué le dice un lápiz a otro? ""Soy un poco 'pintado' en mis relaciones.""","1"
"Un hombre le dice a su amigo: ""Te compré un perro que es tan rápido que puede llegar desde casa hasta el parque en un segundo"". El amigo pregunta: ""¿Y cómo hace eso si la distancia entre ellos es de 10 kilómetros?"" Y él responde: ""Bueno, lo conectamos a fibra óptica y le instalamos Wi-Fi en su collar"".","2"
"¿Por qué la papelera no podía cantar? Porque siempre se sentía envuelta en problemas!","2"
"Por qué el gato no quiere ir al veterinario? Porque es gatoño.","1"
"¿Por qué el smartphone se durmió? Porque estaba agotado de cargar todo en él.","2"
"¿Por qué el botón de replay del reproductor de música se llama ""Bailarín""? Porque siempre repite la misma coreografía.","1"
"¿Por qué los alumnos traen bloques de hielo al colegio? Porque quieren tener una experiencia ""colegial"" que se derrita rápido.","2"
"¿Por qué el periódico entró en terapia de pareja? Porque estaba despegado de la realidad.","1"
"¿Por qué la computadora fue a la terapia? Porque estaba muy ""desenchufada"".","2"
"¿Por qué los números enteros son buenos estudiantes? Porque siempre están alineados con las reglas de la clase.","1"
"¿Por qué la computadora se fue a terapia? Porque estaba con problemas de procesamiento emocional.","1"
"Por qué los ordenadores modernos tienen tan poca memoria? Porque no se les permite recordar.","1"
"Un hombre compra un reloj inteligente y se queja de que no marca la hora. El vendedor le dice: ""¿No leyó las instrucciones? Tienes que programarlo.""","1"
"¿Qué es lo peor que puede pasarle a un número? ¡Saber su último dígito!","2"
"¿Por qué el árbol fue a la fiesta? ¡Para dejar las ramas atrás!","2"
"¿Por qué el sismólogo se divorció? Porque su relación era un terremoto.","3"
"¿Qué dice una computadora a otra antes de dormir? ""Reinicia la mañana"".","1"
"¿Sabes qué es lo peor de los asistentes virtuales? Que te dicen lo que quieres decir antes incluso de que lo digas...","1"
"¿Por qué el lápiz se fue a la playa? Porque quería ""dibujar"" su horizonte.","2"
"¿Por qué los estudiantes tienen miedo de acercarse a la biblioteca? Porque allí están escribiendo historias que no terminan bien.","2"
"Un hombre se queja al vendedor de su nueva tableta: ""No funciona bien, me sale un mensaje de error."" El vendedor responde: ""¿Y qué esperabas? La instalación es gratis.""","2"
"¿Por qué los estudiantes llevan paraguas al colegio? Porque es un día lluvioso de exámenes.","2"
"¿Por qué los matemáticos se miran los pies? Porque están buscando las raíces de la verdad.","1"
"¿Qué tiene un profesor de matemáticas que va al parque? ¡Un número infinito de opciones para el picnic!","3"
"¿Por qué la vaca se fue al psicólogo? Porque tenía estresesin sus cuernos, pero lo peor es que le había dado un golpe de realidad: era una vaca loca.","2"
"¿Por qué el bolígrafo fue al doctor? Porque tenía un trago de tinta que le asfixiaba.","2"
"Un hombre entra en un bar y pide un whisky con hielo. Al momento de pagar, le dice al bartender: ""Quiero que la cuenta sea como mi vida: vacía y sin sentido.""","2"
"¿Por qué la cinta adhesiva no va a la escuela? Porque se queda pegado a su trabajo.","3"
"¿Por qué el pollo fue al doctor? ¡Era un huevo loco!","1"
"¿Por qué los smartphones tienen un botón de ""búsqueda""? ¡Para cuando no sabes dónde pusimos el teléfono!","3"
"Por qué el teléfono inteligente no puede dormir? ¡Porque siempre tiene algo ""en pantalla""!","2"
"¿Por qué fue el álgebra al hospital? Porque tenía una ecuación que no se resolvía.","3"
"¿Por qué el reloj se fue a terapia? Porque estaba cansado de dar vueltas alrededor del tema.","3"
"¿Por qué la computadora no le gusta a la mujer? Porque siempre la tiene bloqueada. ¡Es un chiste!","2"
"¿Por qué los niños son como los ordenadores? Porque cuando les das instrucciones, puedes esperar lo impredecible.","1"
"¿Por qué el matrimonio es como un videojuego? Porque a medida que avanzas en la historia, las vidas se vuelven cada vez más complicadas y tus habilidades de resolución de problemas son puestas a prueba constantemente... ¡y no hay modo de volver atrás para guardar tu progreso!","2"
"Un señor fue al veterinario porque un gato le había estado mordiendo la oreja desde hacía tres días. El veterinario sacó una aguja y dijo: ""Este gato tiene hambre de usted"".","1"
"Un astronauta se queda atascado en la luna porque olvidó su llave de embarque.","1"
"Si un alienígena me pide ayuda para encontrar su casa, ¿qué le diría? ""Lo siento, pero no sé si estás en el planeta derecho"".","2"
"Un paciente fue al médico para decirle que lo habían mordido una mosca, pero el médico le preguntó: ""¿Una mosca? ¿Qué te pidió antes de picarte?""","1"
"Una persona va al veterinario con su gato y le dice: ""Mira, tiene una peste"". El veterinario contesta que no es ninguna peste pero que sí tiene un problema: se come todo lo que ve.","1"
"Un astronauta se encuentra con su reflejo en el espejo mientras camina por una nave espacial: ""¿Qué es eso?"" se pregunta.","1"
"¿Por qué los robots no pueden bailar? Nunca tienen el ritmo.","3"
"¡El perro se quedó dormido durante la cena! Fue un poco difícil recordarle que tenía que estar atento para el festín de cumpleaños. Lo malo es que no quería despertarlo.","1"
"Un zorro se quedó dormido en una biblioteca y fue encontrado con un libro de cocción entre las patas. La librera sonrió al ver su lectura favorita: ""Cocina para perros"".","2"
"Un robot fue a la playa y le preguntó al vendedor de sombrillas: ""¿Qué hay de pago?"" El hombre respondió: ""Caja o tarjeta"".","1"
" Un perro fue al veterinario porque tenía una confusión entre la cola y el trasero, le dijo al médico: ""Quiero que me arreglen esto""; el médico contestó: ""¿Cómo se supone que pueda hacerlo si ni siquiera sabes de qué parte estamos hablando?""","1"
"¿Por qué los gatitos no pueden ser detectives? Porque siempre se pierden en el rastro de las pistas.","2"
" Un gato decidió escribir una novela de amor y se sentó a la máquina de escribir; sin embargo, solo obtuvo un texto en blanco durante todo el día.","1"
"¿Qué pasa cuando la computadora se siente mal? Se ""crasa"" al intentar trabajar con datos.","2"
"Un perro entra a la casa de su dueño y le dice ""He estado pensando mucho en mi vida"" el dueño lo mira extrañado y pregunta ""¿en qué?"".","3"
"Una noche, mientras estaba leyendo, un gato se sentó sobre mi libro. Le pregunté a mi esposa por qué el gato quería sentarse en el libro y me dijo que era porque estaba buscando algún lugar para leer.","1"
"Un perro entero se metió dentro de una computadora por error. El sistema lo rechazó inmediatamente.","2"
"Un astronauta aterriza en Marte con el cabello blanco debido a que tuvo una mala experiencia.","1"
"Un científico inventó un dispositivo para teletrasponer almas de los seres vivos, pero no funcionaba en gatos porque solo podían ir a lugares con altas probabilidades de encontrar ratones.","1"
"Un astronauta llegó a Marte y dijo: ""¡Estoy en el planeta rojo!"" Pero al volver alguien le preguntó: ""¿Y qué pasó allí?"" El astronauta respondió: ""Nada, solo un par de días mirando las estrellas"".","2"
"¿Por qué el gato no fue al gimnasio? Porque no quería sudar para nada.","3"
"Un astronauta fue al médico por un dolor en la espalda y le dijo: No puedo más con las gravedades, doctor.","3"
"Un tipo entra en una tienda de perros y pregunta a la dueña si tiene alguna mascota para su hijo con autismo. La dueña le muestra un labrador que hace trucos raros. El hombre pregunta: ""¿Y por qué no me lo vendiste antes?""","2"
"¿Qué se dice a un conejo que nunca come?: Que está bien del estómago.","2"
"Un científico inventó una máquina que podía viajar en el tiempo pero terminó haciendo una cola interminable en la biblioteca.","1"
"Un día un científico decidió crear un dispositivo que le permitiera viajar por el espacio en un instante, pero al hacerlo termina siendo enganchado a su propio calzoncillo.","1"
"Un hombre entró a una tienda de mascotas con su perro. Dijo ""Quiero un collar para mi perro, pero no quiero que se lo quiten"". El dueño le dijo ""Puedes pedirle al perro que te pida el collar"".","1"
"El doctor llamó a un paciente para preguntarle sobre su medicación, el paciente respondió que tomaba algo llamado ""Miedo al viento"" y el médico le dijo: ""Eso te debe de quedar mal con las hojas"".","1"
"Un astronauta recibe su máscara espacial para la misión a Marte. La notifica que tiene un defecto y va a reemplazarla rápidamente porque podría ser una emergencia. ¿Qué hizo el astronauta? Le pidió a su pareja que la reemplazara mientras él estaba allí.","1"
"3 leones se encuentran en una tienda de ropa y uno de ellos dice ""Este traje es demasiado pequeño"" el dueño del local le responde ""Lo siento señor pero los leones no pueden entrar"".","1"
"Un hombre llamado Pete va a un cirujano de estetismo y le pide que lo haga parecer más inteligente porque se siente demasiado tonto para estar en la fiesta del vecino. El cirujano le dice: ""No puedo hacer eso, pero puedo darle una sonrisa inteligente"".","2"
"¿Por qué el gato estaba alegre? Porque se había despertado con un búho en la panza. Había soñado que su mamá era una tigresa.","1"
"Hace unos días fui a comprar algo de comer por casa pero tuve un problema con el carrito de compras: ¡no tenía ruedas! El vendedor me dijo ""pase la compra al otro lado"" y yo no entendí nada porque allí no había otro lado.","1"
"Un hombre se levanta temprano para ver el amanecer en una cima de montaña y se cae rodando hasta abajo.","1"
"Un científico inventa una máquina del tiempo para viajar a la prehistoria y descubre que los dinosaurios pueden bailar. Aterrado, se dirige a su laboratorio para inventar una nueva máquina que lo deje solo en el futuro.","2"
"Se presentó una perrita en el veterinario con el pelo de color rojo y preguntaron: ¿qué le pasó? La dueña respondió que se lo había puesto para estar al día con las últimas tendencias.","1"
"¿Qué le hace feliz un conejo? Tener cajas para cada instante de su vida.","1"
"Un día, un león se acercó a un poeta y le preguntó si podría ayudarlo a escribir una canción sobre él. El poeta aceptó con la condición de que el león no fuese a gritar durante la sesión de trabajo.","2"
"2 + 2 = cuatro, pero ¿cuánto es el dolor de una picadura de avispa?","1"
"¿Por qué el robot se compró una casa? La tenía programada para eso.","3"
"Cenicienta fue al médico para que le revisara la uña del pie porque estaba rota en tres sitios, el doctor le dijo ""Usted es de familia"".","1"
"Un hombre va al médico por una obsesión incontrolable de que todos los objetos tengan vida y estén hablando constantemente. El doctor le prescribió un tratamiento de realidad. En la primera sesión el paciente se ve con una gata, en las siguientes sesiones solo se ven dos patatas sin relleno.","1"
"¿Por qué no se puede usar el interruptor en el baño? Porque dice que es un ""interrupto"" de la privacidad.","2"
" Un león acudió a un psicólogo porque sufría de insomnio crónico; el psicólogo, tras escucharlo en silencio, le dijo: ""León, si tienes insomnio, ¿por qué dormiste durante toda nuestra sesión?"".","2"
"3 hombres se acercan a una caja de cartón en la calle y le preguntan al dueño qué es. El dueño dice ""Un tronco"". Uno de ellos le pregunta: ¿Es un árbol?. ""No"", responde el vendedor, ""es solo su sombrero"".","1"
"Un hombre le pide a su perro que vaya al centro comercial pero se olvida de decirle el motivo por lo cual fue. El perro regresa con una caja en la boca y dice: ""Lo encontré, ¡quería comprarlo!"".","1"
"Un robot decidió ir a las islas griegas para aprender a hacer pan, pero terminó con una mala obra","1"
"Un anciano llevó a su perro al veterinario porque tenía una enfermedad de la oreja. El veterinario le dijo: ""Tiene sarna"", y el anciano se rió muy fuerte y exclamó: ""¡Es un gato, maldito perro!"".","1"
"Un perro intentaba llamar a un médico urgente por teléfono, pero le respondieron con ""¿Desea hablar con el servicio técnico?""","1"
"En un supermercado, un hombre entró corriendo hacia el frasco de salsa picante, tomó la botella y comenzó a beberla directamente. Le preguntaron ""¿Qué haces?"" y él dijo ""Quiero sentir algo caliente en mi vida"".","3"
"Un gato decide convertirse en astronauta, pero cuando llegó al espacio, dijo: ""¡Es demasiado grande! ¡Me voy a perder con todo esto!""","2"
"¿Qué le pasa al gato astronauta? Le dio la luna.","1"
"Un día, un astronauta extraviado en Marte encontró una pizarra escrita ""¡Estamos aquí! ¡Vengan a ver!"" y no pudo encontrar la respuesta a esa pregunta.","1"
" Un día, en una cocina pequeña, una taza de té preguntó a otra: ""¿Por qué siempre ves cosas al revés?"". La respuesta fue: ""Es porque estoy boca abajo"".","2"
"Un hombre decidió llevar a su perro al psicólogo para que fuera examinado por su comportamiento extraño. El veterinario dijo: ""El problema de tu perro es que tiene una personalidad dividida"".","1"
" Un hombre le pregunta a su abuela si quiere ir al zoo en su cumpleaños. Ella contesta: ""Sí, pero solo si hay un niño para alimentar.""","1"
"Un hombre llevó su perro a la consulta de un psicólogo: ""Doctor, mi perro tiene problemas de ansiedad"". El médico le dijo que se calmara, porque el perro solo estaba jugando con sus gatitos en el jardín.","2"
"3 un científico inventó una máquina del tiempo para visitar a su abuelo, pero al llegar a la época de la infancia del abuelo, se quedó sorprendido al ver que el abuelo era exactamente igual que él, y decidió hacerse amigo de su joven yo.","1"
"Un hombre entra en un bar con un león y pide dos cervezas para él mismo y una para su acompañante. El camarero sonríe y dice: ""¡Eso es un pedido muy agradecido!"".","1"
" Al hacer una pregunta sobre una célula de cáncer, uno de los estudiantes dijo ""Tiene que morir porque le tocamos el microscopio"".","1"
"Un doctor le dijo al paciente que su problema era una enfermedad rara llamada ""síndrome del aburrimiento constante"". El paciente contestó: ""Eso es un diagnóstico, no un tratamiento"".","1"
"Un perro entra a un bar y pregunta si los dueños están buscando trabajo. Le preguntan por sus habilidades. ""Puedo correr muy rápido"", dice él.","1"
"Un día, mi abuela me dijo que tenía una ""casa de fantasmas"" en su jardín. Yo le pregunté: ""¿Y qué haces con ella?"" Me contestó: ""Nada, solo la estoy alquilando"".","2"
"¿Por qué el robot se fue a la playa? Porque quería unir dos cosas: su amor por la tecnología con su pasión por disfrutar del sol.","1"
"Un perro entra a una biblioteca porque estaba buscando la ""perrucha"", lo encuentran con un ladrillo en la mano: ¡le estaban pidiendo que no lo tocara!","1"
"Un día el astronauta se puso la máscara para dormir y dijo: ""No hay problema, solo voy a ser uno más"".","2"
"Un hombre intenta impresionar con su nuevo reloj inteligente, así que se pone el dispositivo en la muñeca y dice: ""Este reloj me dirá qué hora es todo el día"". El otro le pregunta: ""¿Y cómo sabes eso si no lo usas?"".","1"
"¿Qué le pide el médico al que tiene el virus? ""No me toques, estoy contagiando"".","1"
"¿Qué hace un pez en la biblioteca? Buscando pescadillas.","3"
"Un científico intentó reproducir el sonido del gato en su laboratorio, pero solo logró sacar un ""meeeoowww"" débil; no tenía idea de que la clave era tocar una guitarra eléctrica.","1"
"Los científicos encontraron una forma para convertir las nubes en helado. Las nubes se pusieron muy contentas y dijeron que nunca habían sentido algo tan frió. Pero cuando regresaron a su casa, descubrieron que no tenían refrigeradora.","1"
"Un tipo con la cara pintada de verde se acerca a la caja registradora y pide un conejo al mayordomo. El vendedor no entiende qué quiere hacerle el conejo.","1"
" ¿Por qué una computadora no podrá asistir al baile? Porque no tiene ritmo, claro.","2"
"¿Por qué el astronauta no podía dormir? porque su cama era una estrella fija.","1"
"Un científico genial creó una máquina que podía traducir cualquier idioma al instante. El hombre decidió probarla con su perro, le dijo un mensaje en inglés y el animal respondió perfectamente en francés.","1"
"Un científico descubre una fórmula para hacer que los conejos volen y se entusiasma: ""¡Voy a venderlos como taxis aéreos!"" Un amigo le dice: ""¿Y qué vas a llamarlos? ¿Conejitos del aire?"" El científico responde: ""Nooo, van a llamarse 'Conejotas'.""","1"
"Un hombre se despierta en la mañana con un gato sentado encima de él que le mira directamente a los ojos. Le pregunta al hombre: ¿Qué hora es? El hombre responde: ""Las 8"". A lo que el gato replica: ""Estoy esperando a mi cita"".","1"
"Un hombre se compró una vaca con la promesa de que era inteligente, pero cuando le pidió que aprendiera un truco de magia, ella simplemente dijo ""Búfalo"".","1"
"Un robot le dijo a su amigo humano que tenía algo para él, se lo dio y cerró el puño sin soltar nada; ¿qué era?. ¡Un recuerdo de cuando tenía mano!","1"
"Cada mañana el robot decía a sus compañeros que era un poco despierto porque la noche anterior había estado ""reuniendo datos en línea"".","1"
"Cierta vez, un hombre se presentó ante la puerta de un supermercado con un pájaro en su hombro y dijo: ¿Puedo llevar a este periquito?","1"
